"part_id","cont_id","Selected","far","p1 know","p2 know"
"4_4_1_8_140_6","4_4_1_8_140_6_18",NA,1,1,1
"4_4_1_8_140_6","4_4_1_8_140_6_19",NA,1,1,1
"4_4_1_8_140_6","4_4_1_8_140_6_20",NA,1,1,1
"4_4_1_8_140_7","4_4_1_8_140_7_1",NA,1,1,1
"4_4_1_8_140_7","4_4_1_8_140_7_2",1,1,NA,1
"4_4_1_8_140_7","4_4_1_8_140_7_3",NA,1,1,1
"4_4_1_8_140_7","4_4_1_8_140_7_4",NA,1,1,1
"4_4_1_8_140_7","4_4_1_8_140_7_5",2,1,1,NA
"4_4_1_8_140_8","4_4_1_8_140_8_1",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_2",2,1,1,NA
"4_4_1_8_140_8","4_4_1_8_140_8_3",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_4",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_5",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_6",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_7",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_8",1,1,NA,1
"4_4_1_8_140_8","4_4_1_8_140_8_9",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_10",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_11",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_12",NA,1,1,1
"4_4_1_8_140_8","4_4_1_8_140_8_13",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_1",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_2",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_3",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_4",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_5",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_6",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_7",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_8",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_9",1,1,NA,1
"4_4_1_8_140_9","4_4_1_8_140_9_10",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_11",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_12",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_13",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_14",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_15",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_16",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_17",NA,1,1,1
"4_4_1_8_140_9","4_4_1_8_140_9_18",2,1,1,NA
"4_4_1_8_140_10","4_4_1_8_140_10_1",2,1,1,NA
"4_4_1_8_140_10","4_4_1_8_140_10_2",NA,1,1,1
"4_4_1_8_140_10","4_4_1_8_140_10_3",NA,1,1,1
"4_4_1_8_140_10","4_4_1_8_140_10_4",1,1,NA,1
"4_4_1_8_140_10","4_4_1_8_140_10_5",NA,1,1,1
"4_4_1_8_140_10","4_4_1_8_140_10_6",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_1",NA,1,2,2
"4_4_1_8_140_11","4_4_1_8_140_11_2",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_3",2,1,1,NA
"4_4_1_8_140_11","4_4_1_8_140_11_4",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_5",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_6",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_7",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_8",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_9",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_10",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_11",1,1,NA,1
"4_4_1_8_140_11","4_4_1_8_140_11_12",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_13",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_14",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_15",NA,1,1,1
"4_4_1_8_140_11","4_4_1_8_140_11_16",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_1",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_2",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_3",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_4",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_5",2,1,1,NA
"4_4_1_8_140_12","4_4_1_8_140_12_6",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_7",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_8",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_9",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_10",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_11",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_12",1,1,NA,1
"4_4_1_8_140_12","4_4_1_8_140_12_13",NA,1,1,1
"4_4_1_8_140_12","4_4_1_8_140_12_14",NA,1,1,1
"4_4_1_8_140_13","4_4_1_8_140_13_1",NA,1,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_2",NA,1,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_3",NA,1,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_4",NA,1,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_5",NA,1,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_6",2,2,3,NA
"4_4_1_8_140_13","4_4_1_8_140_13_7",NA,2,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_8",NA,1,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_9",NA,1,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_10",NA,1,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_11",NA,3,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_12",NA,2,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_13",1,3,NA,2
"4_4_1_8_140_13","4_4_1_8_140_13_14",NA,2,3,1
"4_4_1_8_140_13","4_4_1_8_140_13_15",NA,2,3,1
"4_4_1_8_140_14","4_4_1_8_140_14_1",1,1,NA,1
"4_4_1_8_140_14","4_4_1_8_140_14_2",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_3",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_4",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_5",NA,1,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_6",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_7",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_8",2,2,1,NA
"4_4_1_8_140_14","4_4_1_8_140_14_9",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_10",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_11",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_12",NA,2,1,1
"4_4_1_8_140_14","4_4_1_8_140_14_13",NA,2,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_1",1,1,NA,1
"6_5_3_18_141_1","6_5_3_18_141_1_2",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_3",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_4",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_5",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_6",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_7",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_8",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_9",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_10",2,1,1,NA
"6_5_3_18_141_1","6_5_3_18_141_1_11",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_12",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_13",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_14",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_15",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_16",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_17",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_18",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_19",NA,1,1,1
"6_5_3_18_141_1","6_5_3_18_141_1_20",NA,1,1,1
"6_5_3_18_141_2","6_5_3_18_141_2_1",2,1,1,NA
"6_5_3_18_141_2","6_5_3_18_141_2_2",1,1,NA,1
"6_5_3_18_141_3","6_5_3_18_141_3_1",2,1,1,NA
"6_5_3_18_141_3","6_5_3_18_141_3_2",NA,1,1,1
"6_5_3_18_141_3","6_5_3_18_141_3_3",1,4,NA,1
"6_5_3_18_141_3","6_5_3_18_141_3_4",NA,4,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_1",NA,1,1,3
"6_5_3_18_141_4","6_5_3_18_141_4_2",NA,1,1,3
"6_5_3_18_141_4","6_5_3_18_141_4_3",NA,1,1,3
"6_5_3_18_141_4","6_5_3_18_141_4_4",1,1,NA,1
"6_5_3_18_141_4","6_5_3_18_141_4_5",NA,2,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_6",NA,2,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_7",NA,2,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_8",NA,2,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_9",NA,2,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_10",NA,2,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_11",2,2,1,NA
"6_5_3_18_141_4","6_5_3_18_141_4_12",NA,2,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_13",NA,2,1,1
"6_5_3_18_141_4","6_5_3_18_141_4_14",NA,2,1,1
"6_5_3_18_141_5","6_5_3_18_141_5_1",2,1,3,NA
"6_5_3_18_141_5","6_5_3_18_141_5_2",NA,1,3,1
"6_5_3_18_141_5","6_5_3_18_141_5_3",NA,1,3,1
"6_5_3_18_141_5","6_5_3_18_141_5_4",NA,1,3,1
"6_5_3_18_141_5","6_5_3_18_141_5_5",1,1,NA,1
"6_5_3_18_141_5","6_5_3_18_141_5_6",NA,2,1,3
"6_5_3_18_141_5","6_5_3_18_141_5_7",NA,2,1,3
"6_5_3_18_141_5","6_5_3_18_141_5_8",NA,2,1,3
"6_5_3_18_141_5","6_5_3_18_141_5_9",NA,2,1,3
"6_5_3_18_141_6","6_5_3_18_141_6_1",NA,1,1,2
"6_5_3_18_141_6","6_5_3_18_141_6_2",2,1,2,NA
"6_5_3_18_141_6","6_5_3_18_141_6_3",NA,1,1,2
"6_5_3_18_141_6","6_5_3_18_141_6_4",NA,1,2,1
"6_5_3_18_141_6","6_5_3_18_141_6_5",NA,1,2,1
"6_5_3_18_141_6","6_5_3_18_141_6_6",1,1,NA,2
"6_5_3_18_141_6","6_5_3_18_141_6_7",NA,1,2,1
"6_5_3_18_141_6","6_5_3_18_141_6_8",NA,1,2,1
"6_5_3_18_141_6","6_5_3_18_141_6_9",NA,1,2,1
"6_5_3_18_141_7","6_5_3_18_141_7_1",NA,1,1,2
"6_5_3_18_141_7","6_5_3_18_141_7_2",2,1,2,NA
"6_5_3_18_141_7","6_5_3_18_141_7_3",NA,1,1,2
"6_5_3_18_141_7","6_5_3_18_141_7_4",NA,2,1,1
"6_5_3_18_141_7","6_5_3_18_141_7_5",NA,2,2,1
"6_5_3_18_141_7","6_5_3_18_141_7_6",NA,2,2,1
"6_5_3_18_141_7","6_5_3_18_141_7_7",1,2,NA,2
"6_5_3_18_141_7","6_5_3_18_141_7_8",NA,2,2,1
"6_5_3_18_141_7","6_5_3_18_141_7_9",NA,2,2,1
"6_5_3_18_141_7","6_5_3_18_141_7_10",NA,2,2,1
"6_5_3_18_141_7","6_5_3_18_141_7_11",NA,2,2,1
"6_5_3_18_141_8","6_5_3_18_141_8_1",NA,1,1,1
"6_5_3_18_141_8","6_5_3_18_141_8_2",NA,1,1,1
"6_5_3_18_141_8","6_5_3_18_141_8_3",NA,1,2,1
"6_5_3_18_141_8","6_5_3_18_141_8_4",2,1,1,NA
"6_5_3_18_141_8","6_5_3_18_141_8_5",NA,2,1,1
"6_5_3_18_141_8","6_5_3_18_141_8_6",NA,2,1,1
"6_5_3_18_141_8","6_5_3_18_141_8_7",NA,2,1,1
"6_5_3_18_141_8","6_5_3_18_141_8_8",1,2,NA,1
"6_5_3_18_141_9","6_5_3_18_141_9_1",NA,1,1,1
"6_5_3_18_141_9","6_5_3_18_141_9_2",NA,1,1,1
"6_5_3_18_141_9","6_5_3_18_141_9_3",1,1,NA,1
"6_5_3_18_141_9","6_5_3_18_141_9_4",NA,1,1,1
"6_5_3_18_141_9","6_5_3_18_141_9_5",NA,1,1,1
"6_5_3_18_141_9","6_5_3_18_141_9_6",2,1,1,NA
"6_5_3_18_141_10","6_5_3_18_141_10_1",2,1,1,NA
"6_5_3_18_141_10","6_5_3_18_141_10_2",NA,1,1,1
"6_5_3_18_141_10","6_5_3_18_141_10_3",NA,1,4,1
"6_5_3_18_141_10","6_5_3_18_141_10_4",1,1,NA,1
"6_5_3_18_141_10","6_5_3_18_141_10_5",NA,3,4,4
"6_5_3_18_141_10","6_5_3_18_141_10_6",NA,3,4,4
"6_5_3_18_141_11","6_5_3_18_141_11_1",NA,1,3,3
"6_5_3_18_141_11","6_5_3_18_141_11_2",NA,1,3,3
"6_5_3_18_141_11","6_5_3_18_141_11_3",NA,1,3,3
"6_5_3_18_141_11","6_5_3_18_141_11_4",NA,2,1,1
"6_5_3_18_141_11","6_5_3_18_141_11_5",NA,2,1,1
"6_5_3_18_141_11","6_5_3_18_141_11_6",2,2,1,NA
"6_5_3_18_141_11","6_5_3_18_141_11_7",NA,2,1,1
"6_5_3_18_141_11","6_5_3_18_141_11_8",NA,2,1,1
"6_5_3_18_141_11","6_5_3_18_141_11_9",NA,2,1,1
"6_5_3_18_141_11","6_5_3_18_141_11_10",NA,2,1,1
"6_5_3_18_141_11","6_5_3_18_141_11_11",1,2,NA,1
"6_5_3_18_141_12","6_5_3_18_141_12_1",NA,1,1,4
"6_5_3_18_141_12","6_5_3_18_141_12_2",NA,1,1,4
"6_5_3_18_141_12","6_5_3_18_141_12_3",NA,1,1,4
"6_5_3_18_141_12","6_5_3_18_141_12_4",1,1,NA,4
"6_5_3_18_141_12","6_5_3_18_141_12_5",NA,1,1,4
"6_5_3_18_141_12","6_5_3_18_141_12_6",NA,1,1,1
"6_5_3_18_141_12","6_5_3_18_141_12_7",NA,1,2,1
"6_5_3_18_141_12","6_5_3_18_141_12_8",2,1,2,NA
"6_5_3_18_141_13","6_5_3_18_141_13_1",NA,1,1,1
"6_5_3_18_141_13","6_5_3_18_141_13_2",NA,1,1,1
"6_5_3_18_141_13","6_5_3_18_141_13_3",NA,1,1,1
"6_5_3_18_141_13","6_5_3_18_141_13_4",2,1,1,NA
"6_5_3_18_141_13","6_5_3_18_141_13_5",1,2,NA,1
"6_5_3_18_141_13","6_5_3_18_141_13_6",NA,1,1,1
"6_5_3_18_141_13","6_5_3_18_141_13_7",NA,2,1,1
"6_5_3_18_141_13","6_5_3_18_141_13_8",NA,2,1,1
"6_5_3_18_141_14","6_5_3_18_141_14_1",NA,1,1,1
"6_5_3_18_141_14","6_5_3_18_141_14_2",1,1,NA,1
"6_5_3_18_141_14","6_5_3_18_141_14_3",NA,1,1,1
"6_5_3_18_141_14","6_5_3_18_141_14_4",NA,4,1,1
"6_5_3_18_141_14","6_5_3_18_141_14_5",2,4,1,NA
"6_5_3_18_141_14","6_5_3_18_141_14_6",NA,4,1,1
"1_9_2_3_148_1","1_9_2_3_148_1_1",1,1,NA,1
"1_9_2_3_148_1","1_9_2_3_148_1_2",NA,1,1,2
"1_9_2_3_148_1","1_9_2_3_148_1_3",NA,1,1,2
"1_9_2_3_148_1","1_9_2_3_148_1_4",NA,1,1,1
"1_9_2_3_148_1","1_9_2_3_148_1_5",NA,2,1,1
"1_9_2_3_148_1","1_9_2_3_148_1_6",2,1,1,NA
"1_9_2_3_148_1","1_9_2_3_148_1_7",NA,2,1,1
"1_9_2_3_148_1","1_9_2_3_148_1_8",NA,2,1,1
"1_9_2_3_148_1","1_9_2_3_148_1_9",NA,1,1,1
"1_9_2_3_148_2","1_9_2_3_148_2_1",NA,1,1,1
"1_9_2_3_148_2","1_9_2_3_148_2_2",1,1,NA,1
"1_9_2_3_148_2","1_9_2_3_148_2_3",NA,1,1,1
"1_9_2_3_148_2","1_9_2_3_148_2_4",NA,1,1,1
"1_9_2_3_148_2","1_9_2_3_148_2_5",NA,1,1,1
"1_9_2_3_148_2","1_9_2_3_148_2_6",NA,1,1,1
"1_9_2_3_148_2","1_9_2_3_148_2_7",NA,1,1,1
"1_9_2_3_148_2","1_9_2_3_148_2_8",2,1,1,NA
"1_9_2_3_148_2","1_9_2_3_148_2_9",NA,1,1,3
"1_9_2_3_148_2","1_9_2_3_148_2_10",NA,2,2,3
"1_9_2_3_148_2","1_9_2_3_148_2_11",NA,2,2,3
"1_9_2_3_148_3","1_9_2_3_148_3_1",NA,1,1,2
"1_9_2_3_148_3","1_9_2_3_148_3_2",NA,1,1,2
"1_9_2_3_148_3","1_9_2_3_148_3_3",1,1,NA,3
"1_9_2_3_148_3","1_9_2_3_148_3_4",NA,1,1,3
"1_9_2_3_148_3","1_9_2_3_148_3_5",NA,1,1,3
"1_9_2_3_148_3","1_9_2_3_148_3_6",NA,1,1,3
"1_9_2_3_148_3","1_9_2_3_148_3_7",NA,1,3,3
"1_9_2_3_148_3","1_9_2_3_148_3_8",NA,1,3,3
"1_9_2_3_148_3","1_9_2_3_148_3_9",NA,1,3,3
"1_9_2_3_148_3","1_9_2_3_148_3_10",NA,1,3,3
"1_9_2_3_148_3","1_9_2_3_148_3_11",2,1,3,NA
"1_9_2_3_148_3","1_9_2_3_148_3_12",NA,1,3,3
"1_9_2_3_148_3","1_9_2_3_148_3_13",NA,1,3,3
"1_9_2_3_148_3","1_9_2_3_148_3_14",NA,1,3,3
"1_9_2_3_148_3","1_9_2_3_148_3_15",NA,1,3,3
"1_9_2_3_148_4","1_9_2_3_148_4_1",NA,1,1,1
"1_9_2_3_148_4","1_9_2_3_148_4_2",2,1,1,NA
"1_9_2_3_148_4","1_9_2_3_148_4_3",NA,1,1,1
"1_9_2_3_148_4","1_9_2_3_148_4_4",1,1,NA,1
"1_9_2_3_148_4","1_9_2_3_148_4_5",NA,1,1,1
"1_9_2_3_148_5","1_9_2_3_148_5_1",NA,1,1,1
"1_9_2_3_148_5","1_9_2_3_148_5_2",NA,1,1,1
"1_9_2_3_148_5","1_9_2_3_148_5_3",NA,1,1,1
"1_9_2_3_148_5","1_9_2_3_148_5_4",NA,1,1,1
"1_9_2_3_148_5","1_9_2_3_148_5_5",1,1,NA,1
"1_9_2_3_148_5","1_9_2_3_148_5_6",NA,1,1,1
"1_9_2_3_148_5","1_9_2_3_148_5_7",NA,1,1,1
"1_9_2_3_148_5","1_9_2_3_148_5_8",NA,1,1,1
"1_9_2_3_148_5","1_9_2_3_148_5_9",NA,1,2,2
"1_9_2_3_148_5","1_9_2_3_148_5_10",NA,1,2,2
"1_9_2_3_148_5","1_9_2_3_148_5_11",2,1,2,NA
"1_9_2_3_148_5","1_9_2_3_148_5_12",NA,1,2,2
"1_9_2_3_148_6","1_9_2_3_148_6_1",NA,1,1,2
"1_9_2_3_148_6","1_9_2_3_148_6_2",NA,1,1,2
"1_9_2_3_148_6","1_9_2_3_148_6_3",2,1,2,NA
"1_9_2_3_148_6","1_9_2_3_148_6_4",NA,1,1,2
"1_9_2_3_148_6","1_9_2_3_148_6_5",NA,2,2,1
"1_9_2_3_148_6","1_9_2_3_148_6_6",1,2,NA,2
"1_9_2_3_148_6","1_9_2_3_148_6_7",NA,2,2,1
"1_9_2_3_148_7","1_9_2_3_148_7_1",NA,1,1,2
"1_9_2_3_148_7","1_9_2_3_148_7_2",NA,1,1,1
"1_9_2_3_148_7","1_9_2_3_148_7_3",2,1,1,NA
"1_9_2_3_148_7","1_9_2_3_148_7_4",NA,2,2,2
"1_9_2_3_148_7","1_9_2_3_148_7_5",NA,2,2,2
"1_9_2_3_148_7","1_9_2_3_148_7_6",NA,2,2,2
"1_9_2_3_148_7","1_9_2_3_148_7_7",1,2,NA,2
"1_9_2_3_148_7","1_9_2_3_148_7_8",NA,2,2,2
"1_9_2_3_148_8","1_9_2_3_148_8_1",NA,1,1,1
"1_9_2_3_148_8","1_9_2_3_148_8_2",NA,1,1,1
"1_9_2_3_148_8","1_9_2_3_148_8_3",NA,1,1,1
"1_9_2_3_148_8","1_9_2_3_148_8_4",2,1,1,NA
"1_9_2_3_148_8","1_9_2_3_148_8_5",NA,1,1,1
"1_9_2_3_148_8","1_9_2_3_148_8_6",NA,1,1,1
"1_9_2_3_148_8","1_9_2_3_148_8_7",NA,1,2,2
"1_9_2_3_148_8","1_9_2_3_148_8_8",1,1,NA,2
"1_9_2_3_148_9","1_9_2_3_148_9_1",NA,1,1,2
"1_9_2_3_148_9","1_9_2_3_148_9_2",NA,1,1,2
"1_9_2_3_148_9","1_9_2_3_148_9_3",1,1,NA,2
"1_9_2_3_148_9","1_9_2_3_148_9_4",NA,1,1,2
"1_9_2_3_148_9","1_9_2_3_148_9_5",NA,1,1,1
"1_9_2_3_148_9","1_9_2_3_148_9_6",2,1,1,NA
"1_9_2_3_148_10","1_9_2_3_148_10_1",NA,1,2,1
"1_9_2_3_148_10","1_9_2_3_148_10_2",NA,1,2,1
"1_9_2_3_148_10","1_9_2_3_148_10_3",NA,1,2,1
"1_9_2_3_148_10","1_9_2_3_148_10_4",2,1,2,NA
"1_9_2_3_148_10","1_9_2_3_148_10_5",NA,1,2,1
"1_9_2_3_148_10","1_9_2_3_148_10_6",NA,1,2,2
"1_9_2_3_148_10","1_9_2_3_148_10_7",NA,1,1,2
"1_9_2_3_148_10","1_9_2_3_148_10_8",NA,1,1,2
"1_9_2_3_148_10","1_9_2_3_148_10_9",NA,1,2,2
"1_9_2_3_148_10","1_9_2_3_148_10_10",1,1,NA,2
"1_9_2_3_148_10","1_9_2_3_148_10_11",NA,1,1,2
"1_9_2_3_148_10","1_9_2_3_148_10_12",NA,1,1,2
"1_9_2_3_148_11","1_9_2_3_148_11_1",2,1,1,NA
"1_9_2_3_148_11","1_9_2_3_148_11_2",NA,1,1,1
"1_9_2_3_148_11","1_9_2_3_148_11_3",NA,1,1,1
"1_9_2_3_148_11","1_9_2_3_148_11_4",1,1,NA,1
"1_9_2_3_148_11","1_9_2_3_148_11_5",NA,1,1,1
"1_9_2_3_148_11","1_9_2_3_148_11_6",NA,1,2,2
"1_9_2_3_148_11","1_9_2_3_148_11_7",NA,1,2,2
"1_9_2_3_148_12","1_9_2_3_148_12_1",NA,1,1,2
"1_9_2_3_148_12","1_9_2_3_148_12_2",NA,1,1,2
"1_9_2_3_148_12","1_9_2_3_148_12_3",1,1,NA,2
"1_9_2_3_148_12","1_9_2_3_148_12_4",NA,1,1,2
"1_9_2_3_148_12","1_9_2_3_148_12_5",NA,2,1,1
"1_9_2_3_148_12","1_9_2_3_148_12_6",NA,2,2,1
"1_9_2_3_148_12","1_9_2_3_148_12_7",NA,2,2,1
"1_9_2_3_148_12","1_9_2_3_148_12_8",2,2,2,NA
"1_9_2_3_148_12","1_9_2_3_148_12_9",NA,2,2,1
"1_9_2_3_148_13","1_9_2_3_148_13_1",NA,1,1,1
"1_9_2_3_148_13","1_9_2_3_148_13_2",1,1,NA,2
"1_9_2_3_148_13","1_9_2_3_148_13_3",NA,1,1,1
"1_9_2_3_148_13","1_9_2_3_148_13_4",NA,1,1,1
"1_9_2_3_148_13","1_9_2_3_148_13_5",NA,2,2,2
"1_9_2_3_148_13","1_9_2_3_148_13_6",NA,2,2,2
"1_9_2_3_148_13","1_9_2_3_148_13_7",NA,1,2,1
"1_9_2_3_148_13","1_9_2_3_148_13_8",2,2,2,NA
"1_9_2_3_148_13","1_9_2_3_148_13_9",NA,2,2,2
"1_9_2_3_148_13","1_9_2_3_148_13_10",NA,1,2,2
"1_9_2_3_148_13","1_9_2_3_148_13_11",NA,1,2,2
"1_9_2_3_148_14","1_9_2_3_148_14_1",2,1,2,NA
"1_9_2_3_148_14","1_9_2_3_148_14_2",NA,1,2,2
"1_9_2_3_148_14","1_9_2_3_148_14_3",NA,1,2,2
"1_9_2_3_148_14","1_9_2_3_148_14_4",NA,1,2,2
"1_9_2_3_148_14","1_9_2_3_148_14_5",1,1,NA,2
"1_9_2_3_148_14","1_9_2_3_148_14_6",NA,1,2,2
"1_9_2_3_148_14","1_9_2_3_148_14_7",NA,1,2,2
"1_9_2_3_148_14","1_9_2_3_148_14_8",NA,1,2,2
"1_9_2_3_148_14","1_9_2_3_148_14_9",NA,1,2,2
"4_2_1_4_149_1","4_2_1_4_149_1_1",1,2,NA,1
"4_2_1_4_149_1","4_2_1_4_149_1_2",NA,1,1,3
"4_2_1_4_149_1","4_2_1_4_149_1_3",NA,1,1,1
"4_2_1_4_149_1","4_2_1_4_149_1_4",NA,1,1,1
"4_2_1_4_149_1","4_2_1_4_149_1_5",NA,1,1,1
"4_2_1_4_149_1","4_2_1_4_149_1_6",NA,1,1,1
"4_2_1_4_149_1","4_2_1_4_149_1_7",2,1,1,NA
"4_2_1_4_149_1","4_2_1_4_149_1_8",NA,1,1,1
"4_2_1_4_149_1","4_2_1_4_149_1_9",NA,1,1,1
"4_2_1_4_149_1","4_2_1_4_149_1_10",NA,1,1,1
"4_2_1_4_149_1","4_2_1_4_149_1_11",NA,2,1,2
"4_2_1_4_149_2","4_2_1_4_149_2_1",NA,1,1,2
"4_2_1_4_149_2","4_2_1_4_149_2_2",1,1,NA,3
"4_2_1_4_149_2","4_2_1_4_149_2_3",NA,1,1,3
"4_2_1_4_149_2","4_2_1_4_149_2_4",NA,1,1,3
"4_2_1_4_149_2","4_2_1_4_149_2_5",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_6",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_7",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_8",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_9",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_10",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_11",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_12",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_13",NA,2,1,3
"4_2_1_4_149_2","4_2_1_4_149_2_14",NA,2,1,3
"4_2_1_4_149_2","4_2_1_4_149_2_15",2,2,2,NA
"4_2_1_4_149_2","4_2_1_4_149_2_16",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_17",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_18",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_19",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_20",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_21",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_22",NA,2,2,2
"4_2_1_4_149_2","4_2_1_4_149_2_23",NA,2,2,2
